return_id,order_id,customer_id,return_date,return_reason,refund_amount
R0001474,O0043411,C01669,2025-12-17,Late Delivery,61.11
R0001475,O0041263,C03893,2026-01-26,Damaged,55.96
R0001476,O0002266,C05476,2025-07-23,Late Delivery,137.6
R0001477,O0014196,C04048,2025-06-14,Late Delivery,98.44
R0001478,O0038659,C04533,2025-07-20,Wrong Item,117.22
R0001479,O0059318,C05012,2026-08-23,Not as Expected,13.36
R0001480,O0035438,C05678,2026-08-10,Not as Expected,42.41
R0001481,O0027533,C02422,2025-03-01,Damaged,162.35
R0001482,O0016516,C04950,2025-06-26,Late Delivery,29.59
R0001483,O0056174,C01920,2026-07-20,Wrong Item,133.55
R0001484,O0027367,C03961,2026-05-06,Wrong Item,35.73
R0001485,O0004975,C02001,2025-11-23,Late Delivery,124.56
R0001486,O0034762,C01193,2025-07-20,Wrong Item,159.06
R0001487,O0011756,C01051,2026-08-21,Changed Mind,40.71
R0001488,O0031942,C04062,2026-04-20,Damaged,55.11
R0001489,O0035169,C02941,2026-06-17,Late Delivery,43.13
R0001490,O0017165,C05985,2026-09-19,Changed Mind,8.53
R0001491,O0037499,C05298,2026-06-29,Wrong Item,26.63
R0001492,O0056568,C01290,2025-06-02,Late Delivery,106.2
R0001493,O0022320,C05541,2025-10-25,Damaged,13.28
R0001494,O0022680,C07669,2025-03-20,Late Delivery,91.18
R0001495,O0009791,C00975,2026-03-17,Damaged,15.47
R0001496,O0027058,C01390,2025-05-21,Damaged,32.31
R0001497,O0041067,C06392,2025-07-22,Changed Mind,234.03
R0001498,O0007389,C05816,2025-12-31,Changed Mind,81.28
R0001499,O0003766,C05806,2025-10-17,Changed Mind,288.17
R0001500,O0040168,C07332,2026-04-14,Wrong Item,77.61
R0001501,O0044585,C04657,2025-02-23,Changed Mind,52.46
R0001502,O0056071,C04080,2025-02-14,Changed Mind,50.79
R0001503,O0033669,C00680,2025-05-03,Not as Expected,72.72
R0001504,O0018699,C00126,2025-08-24,Damaged,177.44
R0001505,O0049110,C03902,2025-08-31,Late Delivery,10.83
R0001506,O0002851,C05139,2026-03-06,Wrong Item,95.6
R0001507,O0027260,C06706,2025-09-29,Changed Mind,13.61
R0001508,O0033916,C01965,2026-02-07,Damaged,57.12
R0001509,O0038142,C06594,2025-12-07,Late Delivery,172.03
R0001510,O0048471,C01498,2025-08-11,Changed Mind,102.3
R0001511,O0011411,C00848,2026-07-05,Wrong Item,111.4
R0001512,O0000784,C00791,2025-03-12,Damaged,34.6
R0001513,O0022098,C01153,2026-08-17,Changed Mind,40.17
R0001514,O0046356,C06266,2026-04-24,Not as Expected,144.22
R0001515,O0023303,C04424,2026-04-17,Late Delivery,370.43
R0001516,O0029304,C06405,2026-02-08,Late Delivery,87.25
R0001517,O0019478,C05754,2026-07-13,Wrong Item,9.83
R0001518,O0036982,C01670,2026-02-24,Damaged,283.21
R0001519,O0057132,C00681,2025-12-18,Wrong Item,14.88
R0001520,O0036881,C07257,2025-08-10,Late Delivery,29.48
R0001521,O0021505,C07189,2026-02-08,Changed Mind,139.64
R0001522,O0036696,C02606,2026-05-09,Damaged,117.25
R0001523,O0020812,C01419,2025-09-23,Damaged,57.08
R0001524,O0021419,C02148,2025-09-19,Wrong Item,33.91
R0001525,O0012466,C06495,2025-08-28,Not as Expected,185.38
R0001526,O0005089,C02806,2025-01-12,Late Delivery,118.01
R0001527,O0028978,C00395,2025-09-15,Damaged,38.2
R0001528,O0005006,C07908,2026-05-28,Late Delivery,126.83
R0001529,O0034286,C07872,2026-06-23,Changed Mind,14.44
R0001530,O0045547,C04584,2026-02-18,Wrong Item,132.2
R0001531,O0008159,C06492,2025-12-18,Not as Expected,360.3
R0001532,O0037593,C01136,2026-07-13,Not as Expected,233.25
R0001533,O0005127,C01678,2026-02-23,Changed Mind,68.73
R0001534,O0002180,C03650,2026-05-25,Changed Mind,79.85
R0001535,O0013221,C07751,2025-07-28,Damaged,167.86
R0001536,O0019288,C04173,2026-05-25,Changed Mind,33.15
R0001537,O0052715,C02422,2025-04-23,Late Delivery,74.98
R0001538,O0004177,C06552,2025-02-20,Not as Expected,91.69
R0001539,O0005695,C07531,2026-08-19,Damaged,144.74
R0001540,O0000089,C03297,2025-09-27,Not as Expected,399.11
R0001541,O0045955,C00079,2025-05-06,Not as Expected,97.25
R0001542,O0032737,C05832,2025-05-06,Wrong Item,211.25
R0001543,O0016443,C02611,2025-06-02,Changed Mind,12.51
R0001544,O0003398,C00659,2026-05-18,Damaged,98.93
R0001545,O0008124,C06360,2026-04-29,Not as Expected,224.85
R0001546,O0021232,C06336,2025-04-13,Wrong Item,487.23
R0001547,O0023182,C01841,2025-05-03,Late Delivery,34.04
R0001548,O0003704,C04937,2025-02-20,Late Delivery,83.33
R0001549,O0041685,C00029,2026-08-02,Wrong Item,46.02
R0001550,O0001955,C02724,2026-08-09,Late Delivery,16.54
R0001551,O0035356,C02650,2025-12-14,Damaged,464.5
R0001552,O0024682,C07170,2025-04-02,Late Delivery,14.42
R0001553,O0055833,C04615,2026-09-08,Wrong Item,51.47
R0001554,O0054414,C07049,2025-04-06,Not as Expected,89.66
R0001555,O0031184,C02771,2026-04-28,Late Delivery,284.44
R0001556,O0051066,C07163,2025-06-24,Wrong Item,219.72
R0001557,O0046425,C06912,2025-05-10,Not as Expected,248.38
R0001558,O0013745,C04879,2025-05-13,Wrong Item,148.06
R0001559,O0035037,C03171,2025-12-18,Not as Expected,42.35
R0001560,O0003362,C01406,2026-06-18,Changed Mind,19.0
R0001561,O0048306,C06556,2025-12-08,Damaged,26.09
R0001562,O0044777,C05600,2025-07-19,Late Delivery,137.48
R0001563,O0020268,C03221,2025-04-22,Changed Mind,67.73
R0001564,O0025579,C00786,2026-06-22,Damaged,241.76
R0001565,O0020391,C01301,2026-04-11,Damaged,15.4
R0001566,O0039387,C00258,2025-01-22,Changed Mind,26.22
R0001567,O0026153,C01603,2025-02-19,Damaged,154.52
R0001568,O0035599,C06021,2025-01-12,Changed Mind,51.09
R0001569,O0017669,C02359,2026-02-22,Late Delivery,45.49
R0001570,O0000199,C06834,2026-05-14,Wrong Item,50.45
R0001571,O0036244,C03348,2026-01-07,Not as Expected,13.36
R0001572,O0054448,C04957,2025-07-02,Late Delivery,101.3
R0001573,O0017829,C00647,2026-07-27,Damaged,18.34
R0001574,O0010928,C03221,2025-06-15,Wrong Item,56.48
R0001575,O0003407,C02791,2025-04-08,Wrong Item,82.05
R0001576,O0053363,C01116,2026-07-06,Wrong Item,30.84
R0001577,O0023816,C04574,2026-08-11,Changed Mind,38.72
R0001578,O0043977,C02336,2026-08-06,Late Delivery,43.84
R0001579,O0031909,C06887,2026-03-14,Not as Expected,137.76
R0001580,O0039141,C04036,2025-12-07,Late Delivery,24.71
R0001581,O0049215,C00240,2025-03-30,Changed Mind,54.72
R0001582,O0017707,C03164,2025-12-03,Wrong Item,124.63
R0001583,O0048139,C03680,2025-10-20,Wrong Item,264.63
R0001584,O0044682,C06554,2026-03-04,Damaged,207.93
R0001585,O0054524,C01054,2025-10-30,Late Delivery,31.63
R0001586,O0030607,C06162,2025-06-15,Not as Expected,27.64
R0001587,O0012744,C00284,2025-07-30,Not as Expected,126.74
R0001588,O0053031,C07020,2025-09-14,Changed Mind,86.31
R0001589,O0045549,C01706,2026-09-09,Late Delivery,138.76
R0001590,O0010536,C07193,2025-10-13,Not as Expected,268.24
R0001591,O0047097,C07377,2026-06-21,Damaged,46.08
R0001592,O0026287,C00349,2025-11-03,Not as Expected,78.05
R0001593,O0056013,C06206,2026-06-09,Damaged,38.81
R0001594,O0039678,C02840,2025-09-06,Late Delivery,61.28
R0001595,O0056934,C00873,2026-07-13,Damaged,103.86
R0001596,O0037686,C01953,2025-07-13,Late Delivery,118.45
R0001597,O0012959,C03538,2026-07-26,Damaged,38.11
R0001598,O0052688,C01097,2026-09-12,Wrong Item,174.0
R0001599,O0047875,C04672,2026-03-21,Wrong Item,51.02
R0001600,O0047647,C00281,2025-08-16,Late Delivery,55.71
R0001601,O0040203,C06389,2025-10-23,Not as Expected,21.97
R0001602,O0016948,C00827,2025-07-26,Wrong Item,60.5
R0001603,O0024180,C06078,2026-04-08,Late Delivery,56.28
R0001604,O0004039,C02339,2026-07-04,Not as Expected,10.73
R0001605,O0048316,C00502,2026-01-16,Late Delivery,51.18
R0001606,O0011224,C03421,2026-02-08,Wrong Item,210.01
R0001607,O0026920,C06362,2025-10-25,Not as Expected,27.27
R0001608,O0021490,C06003,2026-09-12,Damaged,50.55
R0001609,O0059749,C03600,2026-04-10,Damaged,90.55
R0001610,O0003745,C07292,2026-04-05,Not as Expected,13.13
R0001611,O0025032,C06113,2026-02-28,Late Delivery,629.58
R0001612,O0057177,C07167,2025-05-18,Late Delivery,21.61
R0001613,O0033833,C04409,2025-08-30,Wrong Item,232.89
R0001614,O0005623,C01777,2025-08-17,Wrong Item,151.97
R0001615,O0011330,C06986,2026-08-12,Not as Expected,17.46
R0001616,O0034727,C03487,2026-08-22,Late Delivery,62.69
R0001617,O0025086,C00464,2026-07-17,Not as Expected,218.33
R0001618,O0008263,C06514,2026-05-08,Damaged,52.06
R0001619,O0041356,C02768,2026-06-06,Late Delivery,101.09
R0001620,O0031645,C00763,2025-11-07,Wrong Item,201.24
R0001621,O0033241,C05525,2026-02-10,Damaged,119.05
R0001622,O0037879,C02684,2026-06-17,Wrong Item,131.88
R0001623,O0002846,C01373,2025-12-23,Damaged,33.32
R0001624,O0052282,C05670,2025-06-22,Late Delivery,192.84
R0001625,O0021314,C01082,2025-02-09,Late Delivery,27.0
R0001626,O0008569,C03867,2025-12-24,Changed Mind,171.13
R0001627,O0003435,C05296,2026-02-26,Not as Expected,35.84
R0001628,O0044790,C06740,2026-07-28,Changed Mind,9.64
R0001629,O0047914,C07595,2025-10-28,Damaged,159.89
R0001630,O0046100,C06218,2025-08-12,Wrong Item,604.54
R0001631,O0033014,C04855,2026-01-25,Wrong Item,68.77
R0001632,O0000787,C05683,2025-06-26,Wrong Item,16.22
R0001633,O0009061,C04433,2026-01-17,Changed Mind,92.76
R0001634,O0021877,C02736,2025-05-29,Late Delivery,377.99
R0001635,O0030195,C07189,2025-05-20,Wrong Item,21.42
R0001636,O0011158,C03167,2025-01-07,Changed Mind,8.66
R0001637,O0020129,C05708,2025-12-30,Wrong Item,65.7
R0001638,O0031290,C04158,2026-02-01,Damaged,45.89
R0001639,O0016039,C02891,2025-07-10,Damaged,3.21
R0001640,O0004339,C01342,2026-07-30,Late Delivery,189.09
R0001641,O0030206,C04847,2026-03-02,Late Delivery,83.62
R0001642,O0005206,C05140,2026-04-30,Not as Expected,13.25
R0001643,O0010274,C02181,2025-04-15,Wrong Item,190.48
R0001644,O0040970,C00999,2025-02-15,Damaged,28.62
R0001645,O0055956,C02939,2025-09-01,Wrong Item,41.57
R0001646,O0028638,C03483,2025-01-31,Not as Expected,19.01
R0001647,O0053029,C00858,2025-12-28,Wrong Item,41.29
R0001648,O0033401,C05118,2026-03-15,Wrong Item,93.6
R0001649,O0023495,C05763,2025-11-03,Wrong Item,113.83
R0001650,O0031925,C04182,2025-11-17,Not as Expected,153.77
R0001651,O0045097,C07426,2026-07-06,Not as Expected,33.26
R0001652,O0042957,C05967,2025-10-13,Not as Expected,67.99
R0001653,O0032392,C07201,2026-01-08,Late Delivery,179.18
R0001654,O0042116,C07326,2026-03-01,Changed Mind,36.91
R0001655,O0037055,C02431,2025-02-23,Wrong Item,2064.17
R0001656,O0027329,C07397,2025-04-11,Not as Expected,50.87
R0001657,O0054075,C05306,2026-03-21,Late Delivery,24.88
R0001658,O0028472,C02677,2025-10-24,Damaged,13.29
R0001659,O0028081,C04607,2026-03-13,Damaged,47.49
R0001660,O0047085,C00295,2026-05-06,Not as Expected,37.65
R0001661,O0007792,C04431,2025-05-10,Not as Expected,69.49
R0001662,O0016930,C07168,2025-10-31,Wrong Item,210.62
R0001663,O0009598,C01562,2026-02-20,Damaged,29.26
R0001664,O0013312,C01345,2025-11-28,Changed Mind,73.03
R0001665,O0000551,C02023,2026-06-27,Late Delivery,61.4
R0001666,O0032043,C03080,2025-05-15,Damaged,245.82
R0001667,O0016897,C00131,2025-05-08,Not as Expected,2265.28
R0001668,O0044734,C03165,2025-05-11,Wrong Item,189.63
R0001669,O0057743,C06432,2025-06-13,Wrong Item,83.33
R0001670,O0017795,C07046,2025-04-26,Wrong Item,218.12
R0001671,O0039010,C07388,2026-05-12,Late Delivery,73.02
R0001672,O0011510,C03249,2026-05-10,Changed Mind,65.84
R0001673,O0028654,C00391,2025-09-19,Changed Mind,19.36
R0001674,O0019893,C05214,2025-09-12,Not as Expected,27.85
R0001675,O0057057,C00854,2026-02-17,Changed Mind,14.22
R0001676,O0023012,C07207,2026-02-07,Wrong Item,338.53
R0001677,O0005656,C03016,2025-03-25,Damaged,38.73
R0001678,O0035386,C03029,2025-10-28,Late Delivery,9.93
R0001679,O0013025,C05258,2025-12-24,Late Delivery,101.83
R0001680,O0056280,C07201,2025-11-04,Wrong Item,123.87
R0001681,O0006831,C00669,2026-09-17,Late Delivery,307.97
R0001682,O0011199,C00854,2026-02-15,Not as Expected,315.41
R0001683,O0008855,C03021,2026-01-01,Wrong Item,86.23
R0001684,O0001812,C07496,2026-08-29,Not as Expected,16.64
R0001685,O0010974,C00468,2025-03-02,Wrong Item,92.25
R0001686,O0008164,C01087,2025-02-17,Damaged,15.62
R0001687,O0013170,C02601,2026-01-28,Not as Expected,56.31
R0001688,O0016441,C03775,2025-11-20,Late Delivery,28.46
R0001689,O0020538,C03152,2025-01-25,Wrong Item,67.11
R0001690,O0035191,C00119,2025-10-05,Wrong Item,466.6
R0001691,O0028727,C03366,2026-07-16,Wrong Item,32.07
R0001692,O0004038,C06892,2025-10-07,Wrong Item,34.99
R0001693,O0037980,C00353,2025-11-09,Damaged,38.75
R0001694,O0059857,C00738,2025-09-20,Not as Expected,7.53
R0001695,O0052252,C07760,2025-06-20,Not as Expected,37.42
R0001696,O0047688,C03031,2026-05-08,Late Delivery,165.46
R0001697,O0048280,C05667,2025-04-29,Late Delivery,60.77
R0001698,O0017511,C07775,2026-08-25,Not as Expected,55.93
R0001699,O0012035,C06339,2026-09-18,Changed Mind,39.23
R0001700,O0038276,C07732,2025-06-05,Late Delivery,98.36
R0001701,O0006841,C02114,2026-06-06,Not as Expected,259.67
R0001702,O0043510,C03177,2026-08-18,Late Delivery,124.52
R0001703,O0007292,C03916,2025-02-12,Damaged,102.12
R0001704,O0010665,C04324,2025-06-23,Damaged,78.59
R0001705,O0005658,C02305,2026-08-10,Changed Mind,29.27
R0001706,O0013252,C02146,2026-04-18,Late Delivery,230.13
R0001707,O0053457,C04286,2025-04-15,Changed Mind,15.12
R0001708,O0022667,C05437,2025-09-09,Wrong Item,53.18
R0001709,O0056200,C07772,2025-12-18,Damaged,239.92
R0001710,O0050767,C02459,2026-01-03,Late Delivery,26.65
R0001711,O0035463,C07174,2025-06-23,Damaged,18.28
R0001712,O0047312,C07658,2025-04-14,Wrong Item,12.81
R0001713,O0035980,C04279,2025-05-27,Wrong Item,9.77
R0001714,O0032056,C05924,2025-07-04,Changed Mind,17.71
R0001715,O0042436,C04608,2025-09-08,Changed Mind,76.9
R0001716,O0041872,C06654,2025-01-30,Damaged,160.98
R0001717,O0024445,C01574,2025-01-27,Damaged,62.49
R0001718,O0054397,C00809,2025-11-19,Damaged,92.85
R0001719,O0055426,C04905,2025-04-20,Damaged,82.91
R0001720,O0015198,C02609,2026-03-05,Wrong Item,28.5
R0001721,O0012054,C00255,2026-04-04,Not as Expected,37.35
R0001722,O0006839,C01594,2026-04-30,Not as Expected,511.13
R0001723,O0049592,C06943,2026-08-11,Late Delivery,262.66
R0001724,O0004485,C03978,2025-05-31,Damaged,262.66
R0001725,O0013151,C03514,2025-06-18,Not as Expected,14.56
R0001726,O0026861,C01536,2025-09-12,Not as Expected,501.8
R0001727,O0027903,C04838,2025-03-29,Damaged,6.49
R0001728,O0034554,C05630,2026-03-01,Not as Expected,104.7
R0001729,O0007016,C05433,2025-02-20,Not as Expected,1774.69
R0001730,O0049332,C04153,2026-01-06,Not as Expected,58.45
R0001731,O0002441,C07304,2025-11-29,Damaged,79.35
R0001732,O0050185,C01215,2026-02-23,Changed Mind,112.13
R0001733,O0012581,C07908,2026-02-20,Changed Mind,48.73
R0001734,O0000671,C00766,2025-09-30,Changed Mind,167.41
R0001735,O0033459,C02700,2026-05-26,Damaged,154.62
R0001736,O0015344,C05044,2025-11-25,Damaged,77.5
R0001737,O0056391,C00520,2025-05-28,Wrong Item,43.6
R0001738,O0016335,C00801,2025-07-09,Late Delivery,29.14
R0001739,O0040080,C02340,2025-10-06,Damaged,588.06
R0001740,O0042599,C00268,2025-01-25,Late Delivery,58.86
R0001741,O0000135,C01579,2026-08-25,Damaged,210.85
R0001742,O0036856,C00047,2026-08-17,Damaged,82.46
R0001743,O0009108,C07589,2025-01-19,Late Delivery,393.14
R0001744,O0022452,C03947,2026-09-11,Late Delivery,81.48
R0001745,O0041763,C06281,2025-03-15,Not as Expected,17.65
R0001746,O0031991,C01366,2026-09-05,Late Delivery,394.48
R0001747,O0059662,C01438,2026-04-15,Late Delivery,49.5
R0001748,O0006927,C06311,2025-02-05,Changed Mind,69.73
R0001749,O0012366,C06539,2025-04-17,Changed Mind,50.59
R0001750,O0019975,C04968,2025-06-20,Late Delivery,49.32
R0001751,O0001561,C00351,2025-10-08,Late Delivery,120.07
R0001752,O0030209,C05989,2025-12-12,Not as Expected,3.26
R0001753,O0000179,C01919,2025-11-16,Changed Mind,25.27
R0001754,O0004954,C05099,2026-08-20,Changed Mind,173.53
R0001755,O0009753,C05034,2025-05-30,Changed Mind,117.91
R0001756,O0011630,C01763,2026-02-26,Wrong Item,53.63
R0001757,O0046575,C01320,2025-09-03,Changed Mind,176.04
R0001758,O0007280,C01576,2026-02-01,Not as Expected,96.59
R0001759,O0048038,C03497,2025-02-09,Not as Expected,45.07
R0001760,O0005185,C04025,2025-11-26,Damaged,176.46
R0001761,O0019355,C05339,2026-07-31,Wrong Item,75.98
R0001762,O0018437,C02268,2025-05-01,Damaged,75.11
R0001763,O0020008,C01717,2025-10-03,Changed Mind,58.12
R0001764,O0028012,C02936,2025-09-25,Wrong Item,341.8
R0001765,O0057749,C06675,2026-03-04,Damaged,102.87
R0001766,O0022021,C06433,2026-04-18,Wrong Item,132.37
R0001767,O0015791,C01558,2025-12-20,Late Delivery,56.33
R0001768,O0039205,C02218,2026-07-06,Wrong Item,93.08
R0001769,O0008134,C06734,2026-03-23,Late Delivery,319.31
R0001770,O0057853,C07287,2026-04-25,Damaged,161.22
R0001771,O0008945,C05726,2025-04-01,Not as Expected,28.63
R0001772,O0055916,C05738,2026-07-30,Damaged,76.89
R0001773,O0050882,C04788,2025-09-05,Changed Mind,74.68
R0001774,O0012134,C00095,2026-05-08,Changed Mind,53.92
R0001775,O0052905,C03938,2026-08-28,Wrong Item,22.37
R0001776,O0050495,C07438,2025-08-16,Not as Expected,9.76
R0001777,O0042308,C01641,2025-10-11,Late Delivery,84.51
R0001778,O0030441,C02472,2026-04-18,Wrong Item,119.13
R0001779,O0012788,C06078,2025-06-03,Late Delivery,97.37
R0001780,O0008136,C02559,2026-07-28,Late Delivery,206.98
R0001781,O0005678,C06084,2025-08-09,Changed Mind,170.29
R0001782,O0021202,C00211,2026-09-09,Changed Mind,131.85
R0001783,O0026663,C02471,2026-06-04,Not as Expected,36.02
R0001784,O0027557,C03145,2025-11-05,Wrong Item,222.63
R0001785,O0054824,C04291,2026-03-16,Not as Expected,102.79
R0001786,O0037575,C04394,2025-12-12,Wrong Item,101.91
R0001787,O0025671,C07146,2025-03-09,Wrong Item,73.65
R0001788,O0027410,C05681,2026-01-21,Wrong Item,110.1
R0001789,O0008731,C03755,2025-10-28,Late Delivery,161.59
R0001790,O0044014,C03695,2026-07-18,Wrong Item,239.35
R0001791,O0022886,C01272,2026-05-09,Damaged,22.92
R0001792,O0025665,C03724,2025-12-27,Changed Mind,14.07
R0001793,O0011410,C06603,2025-06-25,Late Delivery,109.06
R0001794,O0048051,C07527,2025-07-19,Not as Expected,17.98
R0001795,O0019996,C02750,2025-05-23,Wrong Item,63.9
R0001796,O0049141,C04590,2025-06-13,Changed Mind,12.94
R0001797,O0018555,C04822,2026-08-07,Changed Mind,34.94
R0001798,O0052143,C05398,2025-02-27,Changed Mind,219.89
R0001799,O0016987,C06824,2025-03-17,Late Delivery,262.33
R0001800,O0006821,C05544,2026-01-20,Changed Mind,54.41
R0001801,O0049946,C06166,2025-09-04,Wrong Item,58.04
R0001802,O0007232,C07228,2025-06-15,Not as Expected,112.59
R0001803,O0008004,C05848,2026-03-15,Late Delivery,134.48
R0001804,O0055877,C07302,2025-06-11,Not as Expected,85.59
R0001805,O0040595,C00265,2025-11-13,Wrong Item,29.04
R0001806,O0026718,C06730,2026-08-17,Wrong Item,132.0
R0001807,O0016713,C06658,2025-11-02,Wrong Item,45.56
R0001808,O0019544,C06620,2025-08-18,Not as Expected,41.23
R0001809,O0034126,C03189,2026-03-10,Damaged,28.54
R0001810,O0003309,C05021,2025-06-13,Wrong Item,319.24
R0001811,O0025428,C06737,2025-04-29,Damaged,63.68
R0001812,O0029686,C04221,2025-06-03,Wrong Item,41.05
R0001813,O0021443,C05438,2025-03-04,Changed Mind,18.6
R0001814,O0019374,C05032,2026-06-28,Not as Expected,57.96
R0001815,O0010830,C06828,2025-06-16,Wrong Item,64.96
R0001816,O0024706,C02425,2025-02-01,Late Delivery,14.01
R0001817,O0003001,C05747,2025-05-09,Wrong Item,8.34
R0001818,O0034643,C02885,2026-06-25,Damaged,30.76
R0001819,O0005884,C04664,2025-02-05,Late Delivery,9.32
R0001820,O0010041,C05431,2026-04-28,Changed Mind,67.6
R0001821,O0037954,C05599,2025-03-28,Wrong Item,117.89
R0001822,O0009672,C03882,2025-09-12,Not as Expected,521.96
R0001823,O0004396,C05794,2025-06-16,Late Delivery,76.65
R0001824,O0028016,C00511,2025-05-22,Damaged,151.69
R0001825,O0002028,C00674,2025-04-24,Late Delivery,100.48
R0001826,O0056929,C07064,2026-08-09,Not as Expected,220.31
R0001827,O0007092,C07295,2025-04-26,Changed Mind,8.75
R0001828,O0008484,C04162,2025-05-26,Changed Mind,184.44
R0001829,O0017827,C03370,2025-11-24,Damaged,172.76
R0001830,O0049108,C01286,2025-11-13,Wrong Item,51.89
R0001831,O0039977,C06771,2026-05-06,Wrong Item,20.54
R0001832,O0018029,C07950,2025-08-16,Wrong Item,28.89
R0001833,O0047720,C02154,2025-01-04,Changed Mind,9.95
R0001834,O0016974,C04618,2025-07-08,Not as Expected,33.18
R0001835,O0001204,C03588,2026-01-01,Late Delivery,37.66
R0001836,O0042118,C01276,2026-05-27,Damaged,159.05
R0001837,O0037411,C04454,2025-12-22,Not as Expected,10.2
R0001838,O0036988,C04862,2025-12-18,Late Delivery,310.29
R0001839,O0004646,C02150,2026-07-27,Not as Expected,147.4
R0001840,O0041041,C03957,2026-01-26,Changed Mind,440.74
R0001841,O0024743,C06256,2026-08-20,Wrong Item,30.23
R0001842,O0044425,C01830,2025-03-05,Wrong Item,128.65
R0001843,O0014635,C07442,2025-08-25,Changed Mind,4.9
R0001844,O0055330,C04152,2025-06-23,Damaged,13.93
R0001845,O0012996,C03319,2025-12-09,Wrong Item,62.79
R0001846,O0039755,C07162,2026-06-24,Damaged,14.2
R0001847,O0027235,C03598,2026-06-08,Not as Expected,67.87
R0001848,O0021539,C05683,2026-04-10,Damaged,46.74
R0001849,O0043583,C06898,2025-09-05,Not as Expected,269.58
R0001850,O0028722,C04983,2025-04-04,Damaged,29.64
R0001851,O0020056,C05839,2025-10-26,Late Delivery,438.87
R0001852,O0033542,C06984,2025-02-04,Not as Expected,351.25
R0001853,O0044739,C02362,2025-04-27,Changed Mind,26.61
R0001854,O0034166,C03210,2026-07-03,Not as Expected,41.58
R0001855,O0035725,C02009,2025-04-27,Damaged,256.62
R0001856,O0035910,C01090,2025-01-31,Damaged,126.99
R0001857,O0058182,C03076,2025-11-08,Wrong Item,292.63
